,date,year,month,day,weekday,weeknum,weekend,national_holiday,break,mean_temp,precipitation_1day,mean_humidity,mean_pressure,sin_month,cos_month,sin_day,cos_day,sin_weekday,cos_weekday,sin_weeknum,cos_weeknum,dow_금요일,dow_목요일,dow_수요일,dow_월요일,dow_일요일,dow_토요일,dow_화요일,holi_name_0,holi_name_1월1일,holi_name_개천절,holi_name_광복절,holi_name_국회의원선거일,holi_name_기독탄신일,holi_name_대체공휴일,holi_name_대체휴무일,holi_name_대통령선거일,holi_name_부처님오신날,holi_name_삼일절,holi_name_석가탄신일,holi_name_설날,holi_name_신정,holi_name_어린이날,holi_name_임시공휴일,holi_name_전국동시지방선거,holi_name_추석,holi_name_한글날,holi_name_현충일,promotion_flag_1_bac_2,sale_qty_1_bac_2,promotion_flag_6_bac_2,sale_qty_6_bac_2,promotion_flag_1_bac_5,sale_qty_1_bac_5,promotion_flag_6_bac_5,sale_qty_6_bac_5,promotion_flag_1_sin,sale_qty_1_sin,promotion_flag_6_sin,sale_qty_6_sin,promotion_flag_1_ans,sale_qty_1_ans,promotion_flag_6_ans,sale_qty_6_ans,promotion_flag_1_jin,sale_qty_1_jin,promotion_flag_6_jin,sale_qty_6_jin,outliersale_qty_1_bac_2,outliersale_qty_6_bac_2,outliersale_qty_1_bac_5,outliersale_qty_6_bac_5,outliersale_qty_1_sin,outliersale_qty_6_sin,outliersale_qty_1_ans,outliersale_qty_6_ans,outliersale_qty_1_jin,outliersale_qty_6_jin
0,2015-01-01,2015,1,1,4,1,0,1,1,-2.2,0,35.4,1012.3,0.5,0.866025404,0.20129852,0.979529941,-0.433883739,-0.900968868,0.118273171,0.992981096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,681,0,727,0,703,0,556,1,370,1,270,0,283,0,251,1,53,1,61,0,0,0,0,1,1,0,0,0,0
1,2015-01-02,2015,1,2,5,1,0,0,0,-1,0,41.3,1014.4,0.5,0.866025404,0.394355855,0.918957812,-0.974927912,-0.222520934,0.118273171,0.992981096,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,486,0,566,0,505,1,370,1,270,0,247,0,135,1,48,1,27,0,0,0,0,1,1,0,0,0,0
2,2015-01-03,2015,1,3,6,1,1,0,1,1.8,0,32,1013.6,0.5,0.866025404,0.571268215,0.820763441,-0.781831482,0.623489802,0.118273171,0.992981096,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,551,0,631,0,548,1,370,1,270,0,279,0,195,1,43,1,51,0,0,0,0,1,1,0,0,0,0
3,2015-01-04,2015,1,4,7,1,1,0,1,7,0,53.8,1009.5,0.5,0.866025404,0.724792787,0.688966919,-2.45E-16,1,0.118273171,0.992981096,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,655,0,575,0,262,1,370,1,270,0,233,0,242,1,42,1,36,0,0,0,0,1,1,0,0,0,0
4,2015-01-05,2015,1,5,1,2,0,0,0,9.3,0.5,67.4,1008.8,0.5,0.866025404,0.848644257,0.52896401,0.781831482,0.623489802,0.234886046,0.972022914,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,351,0,457,0,408,1,370,1,270,0,150,0,148,1,36,1,33,0,0,0,0,1,1,0,0,0,0
5,2015-01-06,2015,1,6,2,2,0,0,0,7.6,26,48.8,1002.1,0.5,0.866025404,0.937752132,0.347305253,0.974927912,-0.222520934,0.234886046,0.972022914,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,265,0,792,0,348,1,370,1,270,0,166,0,100,1,24,1,19,0,0,0,0,1,1,0,0,0,0
6,2015-01-07,2015,1,7,3,2,0,0,0,1.4,0,24,1009.8,0.5,0.866025404,0.988468324,0.151427778,0.433883739,-0.900968868,0.234886046,0.972022914,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,199,0,272,0,460,1,129,1,107,0,187,0,93,1,43,1,29,0,0,0,0,0,0,0,0,0,0
7,2015-01-08,2015,1,8,4,2,0,0,0,0.8,0,33.8,1014.2,0.5,0.866025404,0.998716507,-0.050649169,-0.433883739,-0.900968868,0.234886046,0.972022914,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,269,0,382,0,394,0,144,0,94,0,168,0,116,0,45,0,24,0,0,0,0,0,0,0,0,0,0
8,2015-01-09,2015,1,9,5,2,0,0,0,2.8,0,44.5,1014.7,0.5,0.866025404,0.968077119,-0.250652532,-0.974927912,-0.222520934,0.234886046,0.972022914,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,360,0,723,0,509,0,147,0,126,0,211,0,139,0,30,0,20,0,0,0,0,0,0,0,0,0,0
9,2015-01-10,2015,1,10,6,2,1,0,1,4,0,42.3,1014.3,0.5,0.866025404,0.89780454,-0.440394152,-0.781831482,0.623489802,0.234886046,0.972022914,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,833,0,903,0,476,0,262,0,256,0,325,0,212,0,69,0,57,0,0,0,0,0,0,0,0,0,0
10,2015-01-12,2015,1,12,1,3,0,0,0,3,0,45.1,1023.8,0.5,0.866025404,0.651372483,-0.758758123,0.781831482,0.623489802,0.348201635,0.937419661,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,530,0,556,0,584,0,164,0,144,0,205,0,135,0,37,0,26,0,0,0,0,0,0,0,0,0,0
11,2015-01-13,2015,1,13,2,3,0,0,0,6.1,0,58,1024.8,0.5,0.866025404,0.485301963,-0.874346616,0.974927912,-0.222520934,0.348201635,0.937419661,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,391,0,444,0,503,0,170,0,120,0,175,0,112,0,33,0,30,0,0,0,0,0,0,0,0,0,0
12,2015-01-14,2015,1,14,3,3,0,0,0,6.6,5,81.5,1016.8,0.5,0.866025404,0.299363123,-0.954139256,0.433883739,-0.900968868,0.348201635,0.937419661,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,331,0,259,0,311,0,129,0,79,0,149,0,110,0,31,0,9,0,0,0,0,0,0,0,0,0,0
13,2015-01-15,2015,1,15,4,3,0,0,0,7.5,3.5,76.5,1011.6,0.5,0.866025404,0.101168322,-0.994869323,-0.433883739,-0.900968868,0.348201635,0.937419661,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,350,0,633,0,406,0,164,0,104,0,198,0,114,0,28,0,25,0,0,0,0,0,0,0,0,0,0
14,2015-01-16,2015,1,16,5,3,0,0,0,6.2,0,62.9,1010.5,0.5,0.866025404,-0.101168322,-0.994869323,-0.974927912,-0.222520934,0.348201635,0.937419661,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,300,0,602,0,620,0,139,0,112,0,192,0,112,0,43,0,13,0,0,0,0,0,0,0,0,0,0
15,2015-01-17,2015,1,17,6,3,1,0,1,3.1,0,32.6,1015.9,0.5,0.866025404,-0.299363123,-0.954139256,-0.781831482,0.623489802,0.348201635,0.937419661,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,548,0,827,0,372,0,263,0,211,0,242,0,205,0,56,0,44,0,0,0,0,0,0,0,0,0,0
16,2015-01-18,2015,1,18,7,3,1,0,1,4.4,0,35,1013.4,0.5,0.866025404,-0.485301963,-0.874346616,-2.45E-16,1,0.348201635,0.937419661,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,729,0,626,0,393,0,226,0,163,0,288,0,186,0,49,0,36,0,0,0,0,0,0,0,0,0,0
17,2015-01-19,2015,1,19,1,4,0,0,0,6.1,0,47.3,1012.7,0.5,0.866025404,-0.651372483,-0.758758123,0.781831482,0.623489802,0.456629237,0.889657091,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,472,0,423,0,399,0,123,0,96,0,131,0,104,0,41,0,19,0,0,0,0,0,0,0,0,0,0
18,2015-01-20,2015,1,20,2,4,0,0,0,5.1,0,59,1017.9,0.5,0.866025404,-0.790775737,-0.612105983,0.974927912,-0.222520934,0.456629237,0.889657091,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,219,0,405,0,259,0,125,0,97,0,113,0,92,0,35,0,29,0,0,0,0,0,0,0,0,0,0
19,2015-01-21,2015,1,21,3,4,0,0,0,7.2,3,79.5,1012.9,0.5,0.866025404,-0.89780454,-0.440394152,0.433883739,-0.900968868,0.456629237,0.889657091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,374,0,330,0,332,0,110,0,76,0,137,0,120,1,27,1,16,0,0,0,0,0,0,0,0,0,0
20,2015-01-22,2015,1,22,4,4,0,0,0,6.2,2.5,76.4,1008,0.5,0.866025404,-0.968077119,-0.250652532,-0.433883739,-0.900968868,0.456629237,0.889657091,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,379,0,575,0,638,0,138,0,68,0,133,0,101,1,22,1,20,0,0,0,0,0,0,0,0,0,0
21,2015-01-23,2015,1,23,5,4,0,0,0,5.5,0,58.1,1013.4,0.5,0.866025404,-0.998716507,-0.050649169,-0.974927912,-0.222520934,0.456629237,0.889657091,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,566,0,716,0,877,0,122,0,101,0,163,0,109,1,37,1,31,0,0,0,0,0,0,0,0,0,0
22,2015-01-24,2015,1,24,6,4,1,0,1,5.5,0,59.5,1016.7,0.5,0.866025404,-0.988468324,0.151427778,-0.781831482,0.623489802,0.456629237,0.889657091,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,991,0,1060,0,737,0,241,0,185,0,394,0,200,1,67,1,55,0,0,0,0,0,0,0,0,0,0
23,2015-01-26,2015,1,26,1,5,0,0,0,10.6,9.5,89.8,1008.8,0.5,0.866025404,-0.848644257,0.52896401,0.781831482,0.623489802,0.558646766,0.829405685,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,476,0,552,0,688,0,190,0,90,0,216,0,116,1,29,1,29,0,0,0,0,0,0,0,0,0,0
24,2015-01-27,2015,1,27,2,5,0,0,0,5.3,0,49.4,1011.7,0.5,0.866025404,-0.724792787,0.688966919,0.974927912,-0.222520934,0.558646766,0.829405685,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,476,0,616,0,510,0,163,0,126,0,172,0,93,1,35,1,21,0,0,0,0,0,0,0,0,0,0
25,2015-01-28,2015,1,28,3,5,0,0,0,2.9,0,52.5,1017,0.5,0.866025404,-0.571268215,0.820763441,0.433883739,-0.900968868,0.558646766,0.829405685,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,474,0,525,0,413,0,138,0,125,0,198,0,132,1,35,1,23,0,0,0,0,0,0,0,0,0,0
26,2015-01-29,2015,1,29,4,5,0,0,0,5.1,0.5,70.3,1016.9,0.5,0.866025404,-0.394355855,0.918957812,-0.433883739,-0.900968868,0.558646766,0.829405685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,565,0,434,0,597,0,138,0,90,1,567.5,1,396,1,36,1,46,0,0,0,0,0,0,1,1,0,0
27,2015-01-30,2015,1,30,5,5,0,0,0,3.8,0.1,50.4,1012.9,0.5,0.866025404,-0.20129852,0.979529941,-0.974927912,-0.222520934,0.558646766,0.829405685,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,606,0,414,0,719,0,127,0,122,1,567.5,1,396,1,47,1,41,0,0,0,0,0,0,1,1,0,0
28,2015-01-31,2015,1,31,6,5,1,0,1,0.7,0,35.5,1020.1,0.5,0.866025404,-2.45E-16,1,-0.781831482,0.623489802,0.558646766,0.829405685,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,835,0,878,0,723,0,222,0,179,1,567.5,1,396,1,38,1,66,0,0,0,0,0,0,1,1,0,0
29,2015-02-01,2015,2,1,7,5,1,0,1,3.2,0,33.8,1022.3,0.866025404,0.5,0.20129852,0.979529941,-2.45E-16,1,0.558646766,0.829405685,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,991,0,775,0,856,0,233,0,229,1,567.5,1,396,1,45,1,72,0,0,0,0,0,0,1,1,0,0
30,2015-02-02,2015,2,2,1,6,0,0,0,5,0,53.9,1021.6,0.866025404,0.5,0.394355855,0.918957812,0.781831482,0.623489802,0.652822118,0.757511242,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,313,0,505,0,739,0,130,0,92,1,567.5,1,396,1,30,1,0,0,0,0,0,0,0,1,1,0,0
31,2015-02-03,2015,2,3,2,6,0,0,0,6.7,0,59.5,1019,0.866025404,0.5,0.571268215,0.820763441,0.974927912,-0.222520934,0.652822118,0.757511242,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,435,0,677,0,657,0,109,0,92,1,567.5,1,396,1,28,1,13,0,0,0,0,0,0,1,1,0,0
32,2015-02-04,2015,2,4,3,6,0,0,0,5.2,1,63.6,1012.2,0.866025404,0.5,0.724792787,0.688966919,0.433883739,-0.900968868,0.652822118,0.757511242,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,361,0,417,0,518,0,134,0,68,1,567.5,1,396,1,26,1,17,0,0,0,0,0,0,1,1,0,0
33,2015-02-05,2015,2,5,4,6,0,0,0,3.7,0,48.5,1012.6,0.866025404,0.5,0.848644257,0.52896401,-0.433883739,-0.900968868,0.652822118,0.757511242,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,419,0,568,0,693,0,106,0,94,1,567.5,1,0,1,35,1,19,0,0,0,0,0,0,1,0,0,0
34,2015-02-06,2015,2,6,5,6,0,0,0,4.2,0,47.1,1015.7,0.866025404,0.5,0.937752132,0.347305253,-0.974927912,-0.222520934,0.652822118,0.757511242,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,417,0,377,0,534,0,126,0,105,1,567.5,1,328,1,37,1,18,0,0,0,0,0,0,1,0,0,0
35,2015-02-07,2015,2,7,6,6,1,0,1,5.6,0,50.8,1011.1,0.866025404,0.5,0.988468324,0.151427778,-0.781831482,0.623489802,0.652822118,0.757511242,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,971,0,1262,0,898,0,251,0,193,1,567.5,1,396,1,54,1,52,0,0,0,0,0,0,1,1,0,0
36,2015-02-09,2015,2,9,1,7,0,0,0,-2.2,0,32.9,1017,0.866025404,0.5,0.968077119,-0.250652532,0.781831482,0.623489802,0.737833279,0.674983002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,474,0,506,0,620,0,164,0,119,1,251,1,362,1,32,1,46,0,0,0,0,0,0,0,0,0,0
37,2015-02-10,2015,2,10,2,7,0,0,0,4.4,0,48.6,1010,0.866025404,0.5,0.89780454,-0.440394152,0.974927912,-0.222520934,0.737833279,0.674983002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,375,0,533,0,745,0,110,0,114,1,236,1,396,1,29,1,14,0,0,0,0,0,0,0,1,0,0
38,2015-02-11,2015,2,11,3,7,0,0,0,6.5,0,57.6,1005.1,0.866025404,0.5,0.790775737,-0.612105983,0.433883739,-0.900968868,0.737833279,0.674983002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,694,0,398,0,709,0,129,0,144,1,210,1,171,1,28,1,25,0,0,0,0,0,0,0,0,0,0
39,2015-02-12,2015,2,12,4,7,0,0,0,5.2,0,40.9,1002.6,0.866025404,0.5,0.651372483,-0.758758123,-0.433883739,-0.900968868,0.737833279,0.674983002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,586,0,368,0,894,0,179,0,115,0,152,0,108,1,32,1,30,0,0,0,0,0,0,0,0,0,0
40,2015-02-13,2015,2,13,5,7,0,0,0,1.9,0,29.8,1009.7,0.866025404,0.5,0.485301963,-0.874346616,-0.974927912,-0.222520934,0.737833279,0.674983002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,673,0,366,0,831,0,160,0,94,0,269,0,114,1,22,1,27,0,0,0,0,0,0,0,0,0,0
41,2015-02-14,2015,2,14,6,7,1,0,1,5.3,0,47.3,1013.2,0.866025404,0.5,0.299363123,-0.954139256,-0.781831482,0.623489802,0.737833279,0.674983002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,1264,0,806,0,1324,0,225,0,193,0,223,0,212,1,50,1,44,0,0,0,0,0,0,0,0,0,0
42,2015-02-15,2015,2,15,7,7,1,0,1,7.8,2.5,67.9,1013.4,0.866025404,0.5,0.101168322,-0.994869323,-2.45E-16,1,0.737833279,0.674983002,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0,1548,0,612,0,952,0,257,0,228,0,297,0,253,1,56,1,55,0,1,0,0,0,0,0,0,0,0
43,2015-02-16,2015,2,16,1,8,0,0,0,6.7,3.5,90.3,1006.9,0.866025404,0.5,-0.101168322,-0.994869323,0.781831482,0.623489802,0.812486878,0.582979479,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,1140,0,679,0,976,0,168,0,159,0,192,0,125,1,63,1,28,0,0,0,0,0,0,0,0,0,0
44,2015-02-17,2015,2,17,2,8,0,0,0,6.5,0,64.6,1006,0.866025404,0.5,-0.299363123,-0.954139256,0.974927912,-0.222520934,0.812486878,0.582979479,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,1252,0,547,0,1076,0,235,0,179,0,199,0,205,1,65,1,45,0,0,0,0,0,0,0,0,0,0
45,2015-02-18,2015,2,18,3,8,0,1,1,4.6,0,56.1,1010.8,0.866025404,0.5,-0.485301963,-0.874346616,0.433883739,-0.900968868,0.812486878,0.582979479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1266,0,1548,0,662,0,1169,0,170,0,154,0,187,0,143,1,28,1,34,0,1,0,0,0,0,0,0,0,0
46,2015-02-19,2015,2,19,4,8,0,1,1,4.9,0,63.9,1016.8,0.866025404,0.5,-0.651372483,-0.758758123,-0.433883739,-0.900968868,0.812486878,0.582979479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,514,0,398,0,385,0,485,0,93,0,47,0,130,0,68,1,12,1,20,0,0,0,0,0,0,0,0,0,0
47,2015-02-20,2015,2,20,5,8,0,1,1,6.6,0,59,1018.7,0.866025404,0.5,-0.790775737,-0.612105983,-0.974927912,-0.222520934,0.812486878,0.582979479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,707,0,704,0,924,0,562,0,111,0,86,0,179,0,98,1,18,1,34,0,0,0,0,0,0,0,0,0,0
48,2015-02-21,2015,2,21,6,8,1,0,1,9,13,85.1,1011.8,0.866025404,0.5,-0.89780454,-0.440394152,-0.781831482,0.623489802,0.812486878,0.582979479,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,1056,0,1024,0,1048,0,193,0,159,0,249,0,135,1,46,1,74,0,0,0,0,0,0,0,0,0,0
49,2015-02-23,2015,2,23,1,9,0,0,0,6.7,0,49.4,1009,0.866025404,0.5,-0.998716507,-0.050649169,0.781831482,0.623489802,0.875734942,0.482792203,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,843,0,843,0,680,0,167,0,120,0,262,0,132,1,27,1,38,0,0,0,0,0,0,0,0,0,0
50,2015-02-24,2015,2,24,2,9,0,0,0,7.8,0,43.3,1008.6,0.866025404,0.5,-0.988468324,0.151427778,0.974927912,-0.222520934,0.875734942,0.482792203,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,583,0,1196,0,822,0,118,0,108,0,135,0,95,1,25,1,45,0,0,0,0,0,0,0,0,0,0
51,2015-02-25,2015,2,25,3,9,0,0,0,9.7,0,59.9,1010.5,0.866025404,0.5,-0.937752132,0.347305253,0.433883739,-0.900968868,0.875734942,0.482792203,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,498,0,871,0,647,0,127,0,88,0,161,0,97,1,23,1,36,0,0,0,0,0,0,0,0,0,0
52,2015-02-26,2015,2,26,4,9,0,0,0,8.8,0,45.8,1008,0.866025404,0.5,-0.848644257,0.52896401,-0.433883739,-0.900968868,0.875734942,0.482792203,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,397,0,560,0,952,0,93,0,73,0,156,0,88,1,21,1,47,0,0,0,0,0,0,0,0,0,0
53,2015-02-27,2015,2,27,5,9,0,0,0,2,0,38.1,1017,0.866025404,0.5,-0.724792787,0.688966919,-0.974927912,-0.222520934,0.875734942,0.482792203,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,659,0,1205,0,1357,0,150,0,95,0,147,0,101,1,27,1,47,0,0,0,0,0,0,0,0,0,0
54,2015-02-28,2015,2,28,6,9,1,0,1,5.3,6,66.5,1017,0.866025404,0.5,-0.571268215,0.820763441,-0.781831482,0.623489802,0.875734942,0.482792203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,1063,0,870,0,996,0,143,0,204,0,199,0,210,1,55,1,73,0,0,0,0,0,0,0,0,0,0
55,2015-03-01,2015,3,1,7,9,1,1,1,5.1,2.5,70.4,1009.3,1,6.12E-17,0.20129852,0.979529941,-2.45E-16,1,0.875734942,0.482792203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,939,0,1130,0,831,0,1097,0,180,0,209,0,317,0,229,1,69,1,100,0,0,0,0,0,0,0,0,0,0
56,2015-03-02,2015,3,2,1,10,0,0,0,5.2,0,46.1,1011,1,6.12E-17,0.394355855,0.918957812,0.781831482,0.623489802,0.926689607,0.375827582,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,510,0,764,0,998,0,127,0,79,0,130,0,93,1,46,1,61,0,0,0,0,0,0,0,0,0,0
57,2015-03-03,2015,3,3,2,10,0,0,0,5,7.5,83,1004.5,1,6.12E-17,0.571268215,0.820763441,0.974927912,-0.222520934,0.926689607,0.375827582,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,337,0,387,0,1238,0,108,0,81,0,146,0,116,1,26,1,30,0,0,0,0,0,0,0,0,0,0
58,2015-03-04,2015,3,4,3,10,0,0,0,3.2,0,38.9,1009.1,1,6.12E-17,0.724792787,0.688966919,0.433883739,-0.900968868,0.926689607,0.375827582,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,461,0,563,0,806,0,107,0,95,0,208,0,73,1,27,1,29,0,0,0,0,0,0,0,0,0,0
59,2015-03-05,2015,3,5,4,10,0,0,0,3.7,0,47.8,1016.7,1,6.12E-17,0.848644257,0.52896401,-0.433883739,-0.900968868,0.926689607,0.375827582,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,358,0,396,0,577,0,97,0,83,0,115,0,82,1,8,1,26,0,0,0,0,0,0,0,0,0,0
60,2015-03-06,2015,3,6,5,10,0,0,0,6.4,0,58.5,1015.3,1,6.12E-17,0.937752132,0.347305253,-0.974927912,-0.222520934,0.926689607,0.375827582,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,429,0,694,0,857,0,131,0,99,0,143,0,107,1,20,1,32,0,0,0,0,0,0,0,0,0,0
61,2015-03-07,2015,3,7,6,10,1,0,1,7.9,0,63.8,1014.3,1,6.12E-17,0.988468324,0.151427778,-0.781831482,0.623489802,0.926689607,0.375827582,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,993,0,949,0,898,0,159,0,157,0,265,0,183,1,41,1,46,0,0,0,0,0,0,0,0,0,0
62,2015-03-09,2015,3,9,1,11,0,0,0,8.8,0,41.1,1007.5,1,6.12E-17,0.968077119,-0.250652532,0.781831482,0.623489802,0.964635582,0.263587166,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,625,0,757,0,565,0,109,0,98,0,144,0,104,1,27,1,30,0,0,0,0,0,0,0,0,0,0
63,2015-03-10,2015,3,10,2,11,0,0,0,0.7,0,26.9,1012.3,1,6.12E-17,0.89780454,-0.440394152,0.974927912,-0.222520934,0.964635582,0.263587166,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,353,0,523,0,569,0,115,0,137,0,117,0,111,1,20,1,26,0,0,0,0,0,0,0,0,0,0
64,2015-03-11,2015,3,11,3,11,0,0,0,4.2,0,39.6,1011.8,1,6.12E-17,0.790775737,-0.612105983,0.433883739,-0.900968868,0.964635582,0.263587166,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,0,1080,0,1114,0,949,0,370,0,270,1,567.5,1,396,1,112,1,108,0,0,0,0,1,1,1,1,1,1
