,predicted_qty,real_y,date,promotion_flag,Special_order,break,year,month,weekday,long_holiday_start,after_long_holi,chu_and_sul,long_holiday_rest,mean_temp,precipitation_1day,max_windspeed,mean_humidity,weekend
199,921.4500122070312,1012.0,2018-10-18,0,0,0,2018,10,4,0,0,0,0,15.9,0.0,5.3,55.8,0
200,1008.275634765625,1140.0,2018-10-19,0,0,0,2018,10,5,0,0,0,0,15.5,0.0,4.7,58.5,0
201,1453.6512451171875,1612.0,2018-10-20,0,0,1,2018,10,6,0,0,0,0,15.5,0.0,4.0,59.5,1
202,1129.5340576171875,1659.0,2018-10-21,0,0,1,2018,10,7,0,0,0,0,16.2,0.0,3.5,58.8,1
203,700.4003295898438,519.0,2018-10-22,0,0,0,2018,10,1,0,0,0,0,17.1,0.0,3.1,69.9,0
204,684.1563110351562,527.0,2018-10-23,0,0,0,2018,10,2,0,0,0,0,18.0,0.0,6.6,64.4,0
205,650.326171875,464.0,2018-10-24,0,0,0,2018,10,3,0,0,0,0,15.7,0.0,6.0,57.6,0
206,565.2763061523438,439.0000305175781,2018-10-25,0,0,0,2018,10,4,0,0,0,0,16.5,0.0,4.0,60.4,0
207,973.7184448242188,622.0,2018-10-26,0,0,0,2018,10,5,0,0,0,0,15.9,3.9,7.4,76.8,0
208,1253.5992431640625,793.0,2018-10-27,0,0,1,2018,10,6,0,0,0,0,13.0,0.0,8.3,50.3,1
209,645.6319580078125,636.0,2018-10-29,0,0,0,2018,10,1,0,0,0,0,14.4,0.0,8.1,53.4,0
210,480.59393310546875,562.0,2018-10-30,0,0,0,2018,10,2,0,0,0,0,10.8,0.0,5.9,49.0,0
211,533.3387451171875,490.0,2018-10-31,0,0,0,2018,10,3,0,0,0,0,11.6,0.0,6.9,48.3,0
212,609.7872924804688,486.0000305175781,2018-11-01,0,0,0,2018,11,4,0,0,0,0,11.5,0.0,6.7,51.3,0
213,709.6154174804688,625.0,2018-11-02,0,0,0,2018,11,5,0,0,0,0,13.3,0.0,4.1,53.4,0
214,977.862060546875,910.9999389648438,2018-11-03,0,0,1,2018,11,6,0,0,0,0,13.9,0.0,4.6,51.6,1
215,975.632080078125,766.0,2018-11-04,0,0,1,2018,11,7,0,0,0,0,15.3,0.0,5.4,47.6,1
216,647.7034912109375,625.0,2018-11-05,0,0,0,2018,11,1,0,0,0,0,15.1,0.0,4.9,64.6,0
217,571.1889038085938,547.0,2018-11-06,0,0,0,2018,11,2,0,0,0,0,16.4,0.0,4.2,68.6,0
218,647.4938354492188,501.9999694824219,2018-11-07,0,0,0,2018,11,3,0,0,0,0,16.9,0.0,3.3,69.5,0
219,453.09954833984375,396.9999694824219,2018-11-08,0,0,0,2018,11,4,0,0,0,0,16.8,101.2,11.7,91.3,0
